               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.040685,            0.016731,           0.0013501,             0.86602,             0.76382,             0.77222,             0.51688,            0.033765,            0.013807,           0.0016138,            0.004654,            0.004654,            0.004654
                  29,            0.039512,            0.016317,            0.001173,             0.85107,             0.74796,             0.75741,             0.50071,            0.033929,            0.014119,           0.0015823,            0.004456,            0.004456,            0.004456
                  30,            0.038886,            0.016073,           0.0010568,             0.86181,             0.73806,             0.75958,             0.51106,            0.033931,            0.014217,            0.001742,            0.004258,            0.004258,            0.004258
                  31,            0.039072,            0.015884,           0.0010998,             0.88394,             0.76037,             0.77093,             0.52668,            0.032812,            0.013568,           0.0019929,             0.00406,             0.00406,             0.00406
                  32,            0.038379,            0.016155,            0.001072,             0.86008,             0.75605,             0.76869,             0.51983,             0.03338,            0.013694,            0.001678,            0.003862,            0.003862,            0.003862
                  33,            0.038436,            0.015818,            0.001043,             0.87066,             0.76114,             0.77274,             0.53129,            0.032767,            0.013751,           0.0018875,            0.003664,            0.003664,            0.003664
                  34,             0.03826,            0.016261,           0.0010054,             0.87738,             0.75412,             0.77204,             0.52757,            0.032695,            0.013547,           0.0017855,            0.003466,            0.003466,            0.003466
                  35,            0.037641,            0.015819,          0.00089669,             0.86445,             0.76379,             0.77159,             0.52142,            0.033077,            0.013768,           0.0018091,            0.003268,            0.003268,            0.003268
                  36,            0.036691,            0.015817,          0.00098779,             0.85664,             0.76056,              0.7692,             0.52311,            0.032373,            0.013586,           0.0019288,             0.00307,             0.00307,             0.00307
                  37,            0.037159,            0.016121,           0.0008382,             0.87342,             0.75909,             0.77195,             0.53023,            0.032537,            0.013599,           0.0018185,            0.002872,            0.002872,            0.002872
                  38,            0.036621,            0.015786,            0.000861,              0.8707,             0.76343,             0.77364,             0.52521,            0.032536,            0.013539,           0.0021225,            0.002674,            0.002674,            0.002674
                  39,             0.03603,            0.015476,          0.00080311,             0.87303,             0.74778,             0.76317,             0.52172,            0.032816,            0.013668,           0.0023574,            0.002476,            0.002476,            0.002476
                  40,            0.035753,            0.015434,           0.0008407,             0.89135,             0.75594,             0.77588,             0.53177,            0.032389,            0.013238,           0.0021086,            0.002278,            0.002278,            0.002278
                  41,            0.035284,            0.015846,          0.00061921,             0.87591,             0.75902,             0.77415,             0.53493,            0.032359,            0.013206,           0.0019767,             0.00208,             0.00208,             0.00208
                  42,            0.035802,             0.01535,          0.00070219,              0.8842,              0.7569,             0.77017,             0.53612,            0.032128,            0.013342,           0.0020441,            0.001882,            0.001882,            0.001882
                  43,            0.035889,            0.015885,          0.00072806,             0.89345,             0.75517,              0.7738,             0.53642,            0.032117,            0.013479,            0.002132,            0.001684,            0.001684,            0.001684
                  44,             0.03505,            0.015079,           0.0006125,             0.88812,             0.75302,             0.77424,               0.542,            0.032032,            0.013341,           0.0021698,            0.001486,            0.001486,            0.001486
                  45,            0.034492,            0.014952,          0.00061015,             0.88905,             0.75405,             0.77316,             0.54248,            0.031661,            0.013342,           0.0019733,            0.001288,            0.001288,            0.001288
                  46,            0.034755,            0.014963,          0.00062483,             0.87306,             0.76137,             0.76918,             0.54102,             0.03159,            0.013533,           0.0021613,             0.00109,             0.00109,             0.00109
                  47,            0.034497,            0.015258,          0.00054955,             0.90061,              0.7501,             0.77417,             0.54501,            0.031487,            0.013267,           0.0019962,            0.000892,            0.000892,            0.000892
                  48,            0.034013,            0.015013,           0.0006051,             0.87597,             0.75804,             0.77191,             0.54165,            0.031569,            0.013363,           0.0020495,            0.000694,            0.000694,            0.000694
                  49,            0.033399,            0.014845,          0.00056006,             0.89405,             0.75549,              0.7734,             0.54347,            0.031506,            0.013347,           0.0021644,            0.000496,            0.000496,            0.000496
