               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.019431,            0.008195,           0.0001843,             0.90835,             0.81555,             0.85394,             0.50083,            0.030765,            0.019399,          0.00052036,             0.00307,             0.00307,             0.00307
                  37,            0.019082,           0.0082337,          0.00017393,             0.89573,             0.81405,             0.84946,             0.51565,            0.029244,            0.018989,          0.00042846,            0.002872,            0.002872,            0.002872
                  38,            0.018665,           0.0080988,          0.00016058,             0.89528,             0.83615,             0.86373,             0.51714,            0.028884,             0.01779,          0.00028131,            0.002674,            0.002674,            0.002674
                  39,            0.018482,           0.0078304,          0.00014772,             0.88519,             0.81443,             0.84922,             0.51913,            0.028727,            0.019191,          0.00028241,            0.002476,            0.002476,            0.002476
                  40,            0.018192,           0.0078425,          0.00013697,             0.88793,             0.84481,             0.86767,             0.50955,             0.03128,            0.018033,           0.0003607,            0.002278,            0.002278,            0.002278
                  41,            0.017793,           0.0079517,           0.0001311,             0.89506,             0.78888,             0.83635,             0.50534,            0.030892,             0.02093,          0.00047158,             0.00208,             0.00208,             0.00208
                  42,            0.017751,           0.0076298,          0.00011423,             0.90722,             0.80579,             0.84966,             0.51659,            0.030985,            0.021069,          0.00035105,            0.001882,            0.001882,            0.001882
                  43,            0.017198,           0.0076005,           0.0001124,             0.90866,             0.79021,             0.84699,             0.51444,            0.030678,            0.021306,          0.00029654,            0.001684,            0.001684,            0.001684
                  44,            0.017176,           0.0077104,          0.00010314,             0.91356,             0.79038,             0.84335,             0.51387,            0.030269,            0.021424,          0.00028929,            0.001486,            0.001486,            0.001486
                  45,            0.016881,           0.0076082,          9.6615e-05,             0.91312,              0.8024,             0.85059,             0.51531,            0.030468,            0.020388,          0.00023799,            0.001288,            0.001288,            0.001288
                  46,            0.016613,            0.007341,          8.5423e-05,              0.9122,             0.80285,             0.85265,             0.52083,            0.030224,            0.020544,          0.00042701,             0.00109,             0.00109,             0.00109
                  47,            0.016367,           0.0074221,          8.1229e-05,             0.91587,             0.80585,              0.8506,             0.51188,            0.031704,            0.021071,          0.00047131,            0.000892,            0.000892,            0.000892
                  48,            0.016025,           0.0075229,          7.6221e-05,              0.9104,             0.76419,             0.82705,             0.49708,            0.032466,            0.023321,          0.00033559,            0.000694,            0.000694,            0.000694
                  49,            0.016098,           0.0074092,           7.257e-05,             0.90781,             0.80391,             0.84708,             0.51629,            0.029999,            0.020811,          0.00027096,            0.000496,            0.000496,            0.000496
